0;29692
1;21903
2;21452
3;21261
4;21562
5;21174
6;21527
7;21212
8;21517
9;21139
10;21482
11;21088
12;21477
13;21098
14;21467
15;21048
16;21437
17;21715
18;21329
19;21730
20;21397
21;21660
22;21307
23;21690
24;21277
25;21620
26;21249
27;21570
28;21237
29;21580
30;21226
31;21530
32;21189
33;21535
34;21164
35;21492
36;21878
37;21419
38;21791
39;21449
40;21838
41;21379
42;21730
43;21409
44;21718
45;21339
46;21708
47;21289
48;21678
49;22021
50;20928
51;21971
52;21462
53;21968
54;20793
55;21883
56;21543
57;21174
58;20806
59;21122
60;20781
61;21054
62;20785
63;21081
64;20741
65;21013
66;21367
67;21041
68;21342
69;20973
70;21347
71;21001
72;21302
73;20933
74;21287
75;20881
76;21262
77;20893
78;21266
79;20818
80;22151
81;21913
82;22589
83;22364
84;20903
85;22154
86;20943
87;21485
88;21069
89;21425
90;21071
91;21455
92;21039
93;21395
94;22444
95;21590
96;21271
97;21555
98;21209
99;21532
100;21196
101;21480
102;21161
103;21537
104;21121
105;21485
106;21781
107;21462
108;21767
109;21410
110;21816
111;21387
112;21692
113;21334
114;21710
115;21311
116;21697
117;21259
118;21662
119;21236
120;21622
121;21906
122;21560
123;21241
124;21547
125;21911
126;21593
127;21888
128;21472
129;21836
130;21490
131;21813
132;21477
133;21760
134;21442
135;21737
136;21402
137;21685
138;22061
139;21742
140;22048
141;21690
142;22013
143;21667
144;21973
145;21615
146;21748
147;21585
148;21978
149;21540
150;21950
151;21517
152;21903
153;21465
154;21119
155;20800
156;21828
157;20748
158;21064
159;21447
160;21752
161;21395
162;21077
163;21371
164;21036
165;21319
166;21000
167;21296
168;20960
169;21244
170;20925
171;21301
172;20885
173;21249
174;21572
175;21226
176;21532
177;21174
178;21578
179;21151
180;21537
181;21099
182;21502
183;21076
184;21462
185;21024
186;21189
187;21019
188;21405
189;20971
190;21377
191;20944
192;21330
193;20896
194;21301
195;20949
196;21257
197;20901
198;21226
199;20876
200;21189
201;21552
202;21236
203;21525
204;21111
205;21477
206;21161
207;21450
208;21116
209;21402
210;21086
211;21375
212;21039
213;21327
214;21011
215;21380
216;21685
217;21332
218;21016
219;21305
220;21610
221;21256
222;21665
223;21232
224;21622
225;21186
226;21592
227;21159
228;21545
229;21111
230;21519
231;21164
232;21470
233;21838
234;21442
235;21811
236;21395
237;21763
238;21447
239;21736
240;21400
241;21687
242;21372
243;21660
244;21325
245;21612
246;21296
247;21665
248;21249
249;21617
250;21943
251;20868
252;21896
253;20820
254;21948
255;20793
256;21821
257;20745
258;21153
259;20718
260;21104
261;20670
262;21076
263;20643
264;21029
265;20595
266;21001
267;20648
268;20954
269;21322
270;21008
271;21294
272;20879
273;21246
274;20930
275;21219
276;20883
277;21171
278;20855
279;21144
280;20811
281;21096
282;20780
283;21166
284;20740
285;21106
286;21312
287;21034
288;21420
289;20986
290;21394
291;21039
292;21345
293;20991
294;21317
295;20966
296;21279
297;20921
298;21326
299;21615
300;21279
301;21567
302;21251
303;21540
304;21207
305;21492
306;21176
307;21545
308;21129
309;21497
310;21101
311;21472
312;21061
313;21427
314;21111
315;21400
316;21706
317;21352
318;21038
319;21327
320;21717
321;21281
322;21687
323;21254
324;21640
325;21206
326;21612
327;21259
328;21567
329;21211
330;21537
331;21184
332;21490
333;21136
334;21544
335;21833
336;21502
337;21788
338;21472
339;21761
340;21425
341;21713
342;21399
343;21685
344;21352
345;21637
346;21187
347;21675
348;21262
349;21627
350;21311
351;21600
352;21264
353;21552
354;21958
355;21525
356;21911
357;20755
358;21883
359;20811
360;21843
361;20765
362;21093
363;20738
364;21766
365;20690
366;21098
367;20665
368;20978
369;21342
370;21026
371;21315
372;20979
373;21266
374;20951
375;21239
376;20906
377;21191
378;20875
379;21244
380;20828
381;21196
382;20883
383;21171
384;21482
385;21126
386;21296
387;21134
388;21440
389;21086
390;21414
391;21059
392;21365
393;21011
394;21728
395;21702
396;21367
397;21650
398;21321
399;21708
400;21291
401;21655
402;21256
403;21633
404;21216
405;21580
406;21262
407;21558
408;21222
409;21505
410;21187
411;21482
412;21147
413;21430
414;21833
415;21488
416;21808
417;21434
418;21757
419;21412
420;21717
421;21359
422;21763
423;21337
424;21723
425;21284
426;21688
427;21261
428;21648
429;21931
430;21613
431;21267
432;21573
433;21856
434;21538
435;21914
436;21497
437;21861
438;21990
439;21810
440;21483
441;21765
442;21437
443;21742
444;21407
445;21690
446;21372
447;21748
448;22053
449;21680
450;22084
451;21658
452;22044
453;20883
454;22009
455;21582
456;21969
457;20808
458;21934
459;20866
460;21894
461;21535
462;21137
463;21513
464;21817
465;21460
466;21142
467;21437
468;21823
469;21384
470;21066
471;21361
472;21033
473;21306
474;20991
475;21284
476;20948
477;21231
478;20913
479;21289
480;21595
481;21244
482;20926
483;21222
484;21527
485;21169
486;21244
487;21104
488;20768
489;21136
490;21462
491;21109
492;21415
493;21061
494;21455
495;21034
496;21340
497;20986
498;21392
499;20959
500;21344
501;20911
502;21316
503;20883
504;21269
505;20835
506;21241
507;21610
508;21194
509;21562
510;21246
511;21535
512;21119
513;21487
514;21171
515;21460
516;21124
517;21412
518;21096
519;21385
520;21051
521;21337
522;21021
523;21390
524;21695
525;21341
526;21747
527;21314
528;21620
529;21266
530;21672
531;21239
532;21625
533;21191
534;21597
535;21164
536;21550
537;21116
538;21522
539;21169
540;21475
541;21843
542;21447
543;21094
544;21400
545;21768
546;21332
547;21740
548;21405
549;21692
550;21379
551;21665
552;21329
553;21617
554;21301
555;21670
556;21257
557;21622
558;20504
559;21597
560;21910
561;21552
562;21236
563;20803
564;21833
565;20755
566;21161
567;20728
568;21838
569;20680
570;21086
571;20653
572;21039
573;21327
574;21011
575;20658
576;20964
577;21331
578;21015
579;21304
580;20888
581;21256
582;20940
583;21232
584;20900
585;21186
586;21422
587;21151
588;20820
589;21106
590;21512
591;21159
592;21465
593;21111
594;21427
595;21084
596;21390
597;21038
598;21442
599;21009
600;21394
601;20961
602;21366
603;20936
604;21329
605;21612
606;21296
607;22124
608;22196
609;21124
610;21573
611;21354
612;21733
613;22016
614;21698
615;21994
616;21665
617;21946
618;21628
619;21924
620;21588
621;21871
622;21527
623;21929
624;21513
625;21875
626;21558
627;21853
628;22159
629;21800
630;22176
631;21778
632;22164
633;21725
634;22129
635;21703
636;22089
637;21650
638;22026
639;21708
640;22014
641;21655
642;21979
643;21633
644;21946
645;20863
646;21239
647;21563
648;21147
649;21510
650;21192
651;21488
652;21152
653;21434
654;21089
655;21412
656;21076
657;21359
658;21041
659;21417
660;21001
661;21364
662;21009
663;21342
664;21648
665;21289
666;20964
667;21267
668;21665
669;21219
670;21587
671;21197
672;21583
673;21144
674;21540
675;21202
676;21508
677;21149
678;21421
679;21790
680;21399
681;21755
682;21427
683;21813
684;21404
685;21765
686;21091
687;21675
688;21339
689;21627
690;21299
691;21680
692;21267
693;21632
694;21209
695;21605
696;21189
697;22031
698;21407
699;21763
700;21427
701;21710
702;21364
703;21768
704;21352
705;21715
706;21397
707;21693
708;21999
709;21640
710;22016
711;21618
712;22004
713;21565
714;21969
715;21543
716;21936
717;21495
718;21870
719;21553
720;21858
721;21499
722;21823
723;21477
724;21795
725;21429
726;21805
727;22129
728;21713
729;22069
730;21750
731;22046
732;21710
733;21994
734;21648
735;21971
736;21635
737;21926
738;21608
739;21984
740;21568
741;21931
742;21585
743;21908
744;21493
745;21134
746;21296
747;21124
748;21502
749;21063
750;21439
751;21041
752;21427
753;20988
754;21392
755;21046
756;21352
757;20993
758;21289
759;20971
760;21284
761;21645
762;21327
763;21623
764;21207
765;21570
766;21224
767;21548
768;21212
769;21495
770;21177
771;21472
772;21137
773;21419
774;21076
775;21477
776;21783
777;21424
778;21106
779;21402
780;21708
781;21349
782;21725
783;21327
784;21713
785;21274
786;21269
787;21229
788;21615
789;21181
790;21587
791;21234
792;21540
793;21186
794;21552
795;21159
796;21465
797;21111
798;21520
799;21086
800;21478
801;21762
802;21420
803;21735
804;21399
805;21687
806;21559
807;21259
808;21567
809;21211
810;21512
811;21184
812;21490
813;21136
814;21545
815;21831
816;21495
817;21782
818;21442
819;21755
820;21419
821;21707
822;21394
823;21760
824;21344
825;21712
826;21292
827;21687
828;21279
829;21642
830;20608
831;21615
832;21923
833;21567
834;21223
835;20818
836;21928
837;20770
838;21179
839;20743
840;21129
841;20695
842;21073
843;20750
844;22984
845;21648
846;22021
847;21633
848;22019
849;22301
850;21956
851;22279
852;21943
853;22226
854;21187
855;22284
856;21868
857;21509
858;21084
859;21487
860;21793
861;21434
862;21838
863;21412
864;21798
865;21359
866;21016
867;21337
868;21723
869;21284
870;21688
871;21342
872;21648
873;21289
874;21587
875;21267
876;21573
877;21214
878;21618
879;21192
880;21578
881;21139
882;21514
883;21117
884;21502
885;21785
886;21114
887;21099
888;21404
889;21052
890;21376
891;21026
892;21339
893;21702
894;21359
895;21677
896;21266
897;21632
898;21319
899;21605
900;21269
901;21557
902;21213
903;21530
904;21196
905;21482
906;21167
907;21537
908;21128
909;21493
910;21793
911;21465
912;21770
913;21416
914;21823
915;21389
916;21775
917;21341
918;21723
919;21317
920;21708
921;21271
922;21680
923;21246
924;21638
925;21203
926;21582
927;21256
928;21569
929;21934
930;21539
931;21906
932;21490
933;21858
934;21515
935;21830
936;21495
937;21782
938;21457
939;21755
940;21419
941;21707
942;21364
943;21760
944;22066
945;20991
946;21214
947;20966
948;21278
949;20921
950;21299
951;20893
952;21201
953;20845
954;21252
955;20818
956;21206
957;20770
958;21149
959;20743
960;21129
961;21417
962;21102
963;21472
964;21062
965;21427
966;21001
967;21399
968;20983
969;21352
970;21023
971;21327
972;20996
973;21281
974;20941
975;21254
976;20918
977;21206
978;20891
979;21179
980;21567
981;21131
982;21510
983;21184
984;21490
985;21137
986;21337
987;21124
988;21430
989;21077
990;21482
991;21049
992;21354
993;21000
994;21379
995;20973
996;21359
997;21647
998;21332
999;21622
1000;21292
1001;21577
1002;21234
1003;21630
1004;21214
1005;21583
1006;21267
1007;21555
1008;21141
1009;21508
1010;21162
1011;21480
1012;21144
1013;21432
1014;21838
1015;21404
1016;21790
1017;21356
1018;21732
1019;21412
1020;21723
1021;21367
1022;21693
1023;21339
1024;21645
1025;21292
1026;21670
1027;21264
1028;21570
1029;21941
1030;21623
1031;21911
1032;21575
1033;21863
1034;21520
1035;21116
1036;21508
1037;21071
1038;20756
1039;21124
1040;21429
1041;21077
1042;20731
1043;21773
1044;21361
1045;21006
1046;20691
1047;20978
1048;20642
1049;20930
1050;21309
1051;20903
1052;22013
1053;20855
1054;21262
1055;20908
1056;21214
1057;20878
1058;21159
1059;20833
1060;21139
1061;20786
1062;21192
1063;20758
1064;21144
1065;21432
1066;21089
1067;21404
1068;21068
1069;21356
1070;21041
1071;21412
1072;21001
1073;21286
1074;20941
1075;21339
1076;20923
1077;21292
1078;20976
1079;21266
1080;21580
1081;21222
1082;20878
1083;21194
1084;20858
1085;21147
1086;21375
1087;21154
1088;21460
1089;21107
1090;21512
1091;21081
1092;21472
1093;21037
1094;21415
1095;21008
1096;21394
1097;21682
1098;21367
1099;21735
1100;21321
1101;21688
1102;21264
1103;21660
1104;21244
1105;21613
1106;21297
1107;21585
1108;21171
1109;21538
1110;21192
1111;21510
